alias_id,entity_id,alias_text,normalized_alias,alias_type,priority,is_official
30364,9748,005734.SZ,005734.SZ,symbol,1,false
30365,9748,005734,005734,symbol,2,false
30366,9749,MSCI中国A股国际通联接C,MSCI中国A股国际通联接C,official_name,1,true
30367,9749,005735.SZ,005735.SZ,symbol,1,false
30368,9749,005735,005735,symbol,2,false
30369,9750,中欧兴华债券,中欧兴华债券,official_name,1,true
30370,9750,005736.SZ,005736.SZ,symbol,1,false
30371,9750,005736,005736,symbol,2,false
30372,9751,博时上证50ETF联接C,博时上证50ETF联接C,official_name,1,true
30373,9751,005737.SZ,005737.SZ,symbol,1,false
30374,9751,005737,005737,symbol,2,false
30375,9752,长城智能产业混合A,长城智能产业混合A,official_name,1,true
30376,9752,005738.SZ,005738.SZ,symbol,1,false
30377,9752,005738,005738,symbol,2,false
30378,9753,富国转型机遇混合,富国转型机遇混合,official_name,1,true
30379,9753,005739.SZ,005739.SZ,symbol,1,false
30380,9753,005739,005739,symbol,2,false
30381,9754,易方达恒信定期开放债券,易方达恒信定期开放债券,official_name,1,true
30382,9754,005740.SZ,005740.SZ,symbol,1,false
30383,9754,005740,005740,symbol,2,false
30384,9755,南方君信混合A,南方君信混合A,official_name,1,true
30385,9755,005741.SZ,005741.SZ,symbol,1,false
30386,9755,005741,005741,symbol,2,false
30387,9756,南方成安优选混合,南方成安优选混合,official_name,1,true
30388,9756,005742.SZ,005742.SZ,symbol,1,false
30389,9756,005742,005742,symbol,2,false
30390,9757,长安裕隆混合A,长安裕隆混合A,official_name,1,true
30391,9757,005743.SZ,005743.SZ,symbol,1,false
30392,9757,005743,005743,symbol,2,false
30393,9758,长安裕隆混合C,长安裕隆混合C,official_name,1,true
30394,9758,005744.SZ,005744.SZ,symbol,1,false
30395,9758,005744,005744,symbol,2,false
30396,9759,广发汇康定期开放债券,广发汇康定期开放债券,official_name,1,true
30397,9759,005745.SZ,005745.SZ,symbol,1,false
30398,9759,005745,005745,symbol,2,false
30399,9760,国泰聚利价值定开混合,国泰聚利价值定开混合,official_name,1,true
30400,9760,005746.SZ,005746.SZ,symbol,1,false
30401,9760,005746,005746,symbol,2,false
30402,9761,银河庭芳3个月定开债券,银河庭芳3个月定开债券,official_name,1,true
30403,9761,005749.SZ,005749.SZ,symbol,1,false
30404,9761,005749,005749,symbol,2,false
30405,9762,平安双债添益债券A,平安双债添益债券A,official_name,1,true
30406,9762,005750.SZ,005750.SZ,symbol,1,false
30407,9762,005750,005750,symbol,2,false
30408,9763,平安双债添益债券C,平安双债添益债券C,official_name,1,true
30409,9763,005751.SZ,005751.SZ,symbol,1,false
30410,9763,005751,005751,symbol,2,false
30411,9764,金鹰添盛定开债券,金鹰添盛定开债券,official_name,1,true
30412,9764,005752.SZ,005752.SZ,symbol,1,false
30413,9764,005752,005752,symbol,2,false
30414,9765,宏利金利3个月定开债券发起式,宏利金利3个月定开债券发起式,official_name,1,true
30415,9765,005753.SZ,005753.SZ,symbol,1,false
30416,9765,005753,005753,symbol,2,false
30417,9766,平安短债A,平安短债A,official_name,1,true
30418,9766,005754.SZ,005754.SZ,symbol,1,false
30419,9766,005754,005754,symbol,2,false
30420,9767,平安短债C,平安短债C,official_name,1,true
30421,9767,005755.SZ,005755.SZ,symbol,1,false
30422,9767,005755,005755,symbol,2,false
30423,9768,平安短债E,平安短债E,official_name,1,true
30424,9768,005756.SZ,005756.SZ,symbol,1,false
30425,9768,005756,005756,symbol,2,false
30426,9769,富国周期优势混合A,富国周期优势混合A,official_name,1,true
30427,9769,005760.SZ,005760.SZ,symbol,1,false
30428,9769,005760,005760,symbol,2,false
30429,9770,招商MSCI中国A股国际ETF联接A,招商MSCI中国A股国际ETF联接A,official_name,1,true
30430,9770,005761.SZ,005761.SZ,symbol,1,false
30431,9770,005761,005761,symbol,2,false
30432,9771,招商MSCI中国A股国际ETF联接C,招商MSCI中国A股国际ETF联接C,official_name,1,true
30433,9771,005762.SZ,005762.SZ,symbol,1,false
30434,9771,005762,005762,symbol,2,false
30435,9772,中欧电子信息产业沪港深股票C,中欧电子信息产业沪港深股票C,official_name,1,true
30436,9772,005763.SZ,005763.SZ,symbol,1,false
30437,9772,005763,005763,symbol,2,false
30438,9773,中欧潜力价值灵活配置混合C,中欧潜力价值灵活配置混合C,official_name,1,true
30439,9773,005764.SZ,005764.SZ,symbol,1,false
30440,9773,005764,005764,symbol,2,false
30441,9774,中欧明睿新常态混合C,中欧明睿新常态混合C,official_name,1,true
30442,9774,005765.SZ,005765.SZ,symbol,1,false
30443,9774,005765,005765,symbol,2,false
30444,9775,平安合瑞定开债,平安合瑞定开债,official_name,1,true
30445,9775,005766.SZ,005766.SZ,symbol,1,false
30446,9775,005766,005766,symbol,2,false
30447,9776,银华可转债债券A,银华可转债债券A,official_name,1,true
30448,9776,005771.SZ,005771.SZ,symbol,1,false
30449,9776,005771,005771,symbol,2,false
30450,9777,工银瑞景定开发起式债券,工银瑞景定开发起式债券,official_name,1,true
30451,9777,005772.SZ,005772.SZ,symbol,1,false
30452,9777,005772,005772,symbol,2,false
30453,9778,华夏产业升级混合A,华夏产业升级混合A,official_name,1,true
30454,9778,005774.SZ,005774.SZ,symbol,1,false
30455,9778,005774,005774,symbol,2,false
30456,9779,中加转型动力混合A,中加转型动力混合A,official_name,1,true
30457,9779,005775.SZ,005775.SZ,symbol,1,false
30458,9779,005775,005775,symbol,2,false
30459,9780,中加转型动力混合C,中加转型动力混合C,official_name,1,true
30460,9780,005776.SZ,005776.SZ,symbol,1,false
30461,9780,005776,005776,symbol,2,false
30462,9781,广发科技动力股票,广发科技动力股票,official_name,1,true
30463,9781,005777.SZ,005777.SZ,symbol,1,false
30464,9781,005777,005777,symbol,2,false
30465,9782,广发汇元纯债定开债,广发汇元纯债定开债,official_name,1,true
30466,9782,005778.SZ,005778.SZ,symbol,1,false
30467,9782,005778,005778,symbol,2,false
30468,9783,鑫元常利定开债,鑫元常利定开债,official_name,1,true
30469,9783,005779.SZ,005779.SZ,symbol,1,false
30470,9783,005779,005779,symbol,2,false
30471,9784,鑫元增利定开债发起式,鑫元增利定开债发起式,official_name,1,true
30472,9784,005780.SZ,005780.SZ,symbol,1,false
30473,9784,005780,005780,symbol,2,false
30474,9785,华富富瑞3个月定开债,华富富瑞3个月定开债,official_name,1,true
30475,9785,005781.SZ,005781.SZ,symbol,1,false
30476,9785,005781,005781,symbol,2,false
30477,9786,创金合信汇益纯债一年定开债A,创金合信汇益纯债一年定开债A,official_name,1,true
30478,9786,005782.SZ,005782.SZ,symbol,1,false
30479,9786,005782,005782,symbol,2,false
30480,9787,创金合信汇益纯债一年定开债C,创金合信汇益纯债一年定开债C,official_name,1,true
30481,9787,005783.SZ,005783.SZ,symbol,1,false
30482,9787,005783,005783,symbol,2,false
30483,9788,创金合信汇誉六个月定开债A,创金合信汇誉六个月定开债A,official_name,1,true
30484,9788,005784.SZ,005784.SZ,symbol,1,false
30485,9788,005784,005784,symbol,2,false
30486,9789,创金合信汇誉六个月定开债C,创金合信汇誉六个月定开债C,official_name,1,true
30487,9789,005785.SZ,005785.SZ,symbol,1,false
30488,9789,005785,005785,symbol,2,false
30489,9790,中邮纯债汇利定开债,中邮纯债汇利定开债,official_name,1,true
30490,9790,005786.SZ,005786.SZ,symbol,1,false
30491,9790,005786,005786,symbol,2,false
30492,9791,中欧新趋势混合C,中欧新趋势混合C,official_name,1,true
30493,9791,005787.SZ,005787.SZ,symbol,1,false
30494,9791,005787,005787,symbol,2,false
30495,9792,南方MSCI中国A股联接A,南方MSCI中国A股联接A,official_name,1,true
30496,9792,005788.SZ,005788.SZ,symbol,1,false
30497,9792,005788,005788,symbol,2,false
30498,9793,南方MSCI中国A股联接C,南方MSCI中国A股联接C,official_name,1,true
30499,9793,005789.SZ,005789.SZ,symbol,1,false
30500,9793,005789,005789,symbol,2,false
30501,9794,银河景行3个月定开债,银河景行3个月定开债,official_name,1,true
30502,9794,005790.SZ,005790.SZ,symbol,1,false
30503,9794,005790,005790,symbol,2,false
30504,9795,华夏鼎福三个月定开债A,华夏鼎福三个月定开债A,official_name,1,true
30505,9795,005791.SZ,005791.SZ,symbol,1,false
30506,9795,005791,005791,symbol,2,false
30507,9796,华夏鼎福三个月定开债C,华夏鼎福三个月定开债C,official_name,1,true
30508,9796,005792.SZ,005792.SZ,symbol,1,false
30509,9796,005792,005792,symbol,2,false
30510,9797,华富可转债债券A,华富可转债债券A,official_name,1,true
30511,9797,005793.SZ,005793.SZ,symbol,1,false
30512,9797,005793,005793,symbol,2,false
30513,9798,银华心怡灵活配置混合A,银华心怡灵活配置混合A,official_name,1,true
30514,9798,005794.SZ,005794.SZ,symbol,1,false
30515,9798,005794,005794,symbol,2,false
30516,9799,博时中证500指数增强C,博时中证500指数增强C,official_name,1,true
30517,9799,005795.SZ,005795.SZ,symbol,1,false
30518,9799,005795,005795,symbol,2,false
30519,9800,工银印度基金美元,工银印度基金美元,official_name,1,true
30520,9800,005801.SZ,005801.SZ,symbol,1,false
30521,9800,005801,005801,symbol,2,false
30522,9801,汇添富智能制造股票A,汇添富智能制造股票A,official_name,1,true
30523,9801,005802.SZ,005802.SZ,symbol,1,false
30524,9801,005802,005802,symbol,2,false
30525,9802,华泰柏瑞医疗健康A,华泰柏瑞医疗健康A,official_name,1,true
30526,9802,005805.SZ,005805.SZ,symbol,1,false
30527,9802,005805,005805,symbol,2,false
30528,9803,前海开源裕源(FOF,前海开源裕源(FOF,official_name,1,true
30529,9803,005809.SZ,005809.SZ,symbol,1,false
30530,9803,005809,005809,symbol,2,false
30531,9803,前海开源裕源(FOF),前海开源裕源(FOF),common_alias,2,false
30532,9804,南方瑞祥一年混合A,南方瑞祥一年混合A,official_name,1,true
30533,9804,005810.SZ,005810.SZ,symbol,1,false
30534,9804,005810,005810,symbol,2,false
30535,9805,南方瑞祥一年混合C,南方瑞祥一年混合C,official_name,1,true
30536,9805,005811.SZ,005811.SZ,symbol,1,false
30537,9805,005811,005811,symbol,2,false
30538,9806,鹏华产业精选混合A,鹏华产业精选混合A,official_name,1,true
30539,9806,005812.SZ,005812.SZ,symbol,1,false
30540,9806,005812,005812,symbol,2,false
30541,9807,华安CES港股通ETF联接A,华安CES港股通ETF联接A,official_name,1,true
30542,9807,005813.SZ,005813.SZ,symbol,1,false
30543,9807,005813,005813,symbol,2,false
30544,9808,华安CES港股通ETF联接C,华安CES港股通ETF联接C,official_name,1,true
30545,9808,005814.SZ,005814.SZ,symbol,1,false
30546,9808,005814,005814,symbol,2,false
30547,9809,农银汇理睿选灵活配置混合,农银汇理睿选灵活配置混合,official_name,1,true
30548,9809,005815.SZ,005815.SZ,symbol,1,false
30549,9809,005815,005815,symbol,2,false
30550,9810,国泰农惠定期开放债券A,国泰农惠定期开放债券A,official_name,1,true
30551,9810,005816.SZ,005816.SZ,symbol,1,false
30552,9810,005816,005816,symbol,2,false
30553,9811,金元顺安沣顺定开债,金元顺安沣顺定开债,official_name,1,true
30554,9811,005817.SZ,005817.SZ,symbol,1,false
30555,9811,005817,005817,symbol,2,false
30556,9812,金元顺安沣泰定开债发起式,金元顺安沣泰定开债发起式,official_name,1,true
30557,9812,005818.SZ,005818.SZ,symbol,1,false
30558,9812,005818,005818,symbol,2,false
30559,9813,国泰优势行业混合A,国泰优势行业混合A,official_name,1,true
30560,9813,005819.SZ,005819.SZ,symbol,1,false
30561,9813,005819,005819,symbol,2,false
30562,9814,博时富兴纯债3个月定开债发起式,博时富兴纯债3个月定开债发起式,official_name,1,true
30563,9814,005820.SZ,005820.SZ,symbol,1,false
30564,9814,005820,005820,symbol,2,false
30565,9815,万家新机遇龙头企业混合A,万家新机遇龙头企业混合A,official_name,1,true
30566,9815,005821.SZ,005821.SZ,symbol,1,false
30567,9815,005821,005821,symbol,2,false
30568,9816,泰康颐享混合A,泰康颐享混合A,official_name,1,true
30569,9816,005823.SZ,005823.SZ,symbol,1,false
30570,9816,005823,005823,symbol,2,false
30571,9817,泰康颐享混合C,泰康颐享混合C,official_name,1,true
30572,9817,005824.SZ,005824.SZ,symbol,1,false
30573,9817,005824,005824,symbol,2,false
30574,9818,申万菱信智能驱动股票A,申万菱信智能驱动股票A,official_name,1,true
30575,9818,005825.SZ,005825.SZ,symbol,1,false
30576,9818,005825,005825,symbol,2,false
30577,9819,华夏潜龙精选股票,华夏潜龙精选股票,official_name,1,true
30578,9819,005826.SZ,005826.SZ,symbol,1,false
30579,9819,005826,005826,symbol,2,false
30580,9820,易方达蓝筹精选混合,易方达蓝筹精选混合,official_name,1,true
30581,9820,005827.SZ,005827.SZ,symbol,1,false
30582,9820,005827,005827,symbol,2,false
30583,9821,长江乐越定开债,长江乐越定开债,official_name,1,true
30584,9821,005828.SZ,005828.SZ,symbol,1,false
30585,9821,005828,005828,symbol,2,false
30586,9822,建信MSCI联接A,建信MSCI联接A,official_name,1,true
30587,9822,005829.SZ,005829.SZ,symbol,1,false
30588,9822,005829,005829,symbol,2,false
30589,9823,建信MSCI联接C,建信MSCI联接C,official_name,1,true
30590,9823,005830.SZ,005830.SZ,symbol,1,false
30591,9823,005830,005830,symbol,2,false
30592,9824,鹏华尊悦3个月定开债,鹏华尊悦3个月定开债,official_name,1,true
30593,9824,005831.SZ,005831.SZ,symbol,1,false
30594,9824,005831,005831,symbol,2,false
30595,9825,工银红利优享混合A,工银红利优享混合A,official_name,1,true
30596,9825,005833.SZ,005833.SZ,symbol,1,false
30597,9825,005833,005833,symbol,2,false
30598,9826,工银红利优享混合C,工银红利优享混合C,official_name,1,true
30599,9826,005834.SZ,005834.SZ,symbol,1,false
30600,9826,005834,005834,symbol,2,false
30601,9827,创金合信泰盈双季红定开债券A,创金合信泰盈双季红定开债券A,official_name,1,true
30602,9827,005836.SZ,005836.SZ,symbol,1,false
30603,9827,005836,005836,symbol,2,false
30604,9828,创金合信泰盈双季红定开债券C,创金合信泰盈双季红定开债券C,official_name,1,true
30605,9828,005837.SZ,005837.SZ,symbol,1,false
30606,9828,005837,005837,symbol,2,false
30607,9829,创金合信中债1-3年政金债A,创金合信中债1-3年政金债A,official_name,1,true
30608,9829,005838.SZ,005838.SZ,symbol,1,false
30609,9829,005838,005838,symbol,2,false
30610,9830,创金合信中债1-3年政金债C,创金合信中债1-3年政金债C,official_name,1,true
30611,9830,005839.SZ,005839.SZ,symbol,1,false
30612,9830,005839,005839,symbol,2,false
30613,9831,富国产业驱动混合A,富国产业驱动混合A,official_name,1,true
30614,9831,005840.SZ,005840.SZ,symbol,1,false
30615,9831,005840,005840,symbol,2,false
30616,9832,富国尊利纯债定开债,富国尊利纯债定开债,official_name,1,true
30617,9832,005841.SZ,005841.SZ,symbol,1,false
30618,9832,005841,005841,symbol,2,false
30619,9833,海富通弘丰定开债券,海富通弘丰定开债券,official_name,1,true
30620,9833,005842.SZ,005842.SZ,symbol,1,false
30621,9833,005842,005842,symbol,2,false
30622,9834,金元顺安沣泉债券A,金元顺安沣泉债券A,official_name,1,true
30623,9834,005843.SZ,005843.SZ,symbol,1,false
30624,9834,005843,005843,symbol,2,false
30625,9835,东方人工智能主题混合A,东方人工智能主题混合A,official_name,1,true
30626,9835,005844.SZ,005844.SZ,symbol,1,false
30627,9835,005844,005844,symbol,2,false
30628,9836,长城久荣纯债定开,长城久荣纯债定开,official_name,1,true
30629,9836,005845.SZ,005845.SZ,symbol,1,false
30630,9836,005845,005845,symbol,2,false
30631,9837,宝盈盈泰纯债债券A,宝盈盈泰纯债债券A,official_name,1,true
30632,9837,005846.SZ,005846.SZ,symbol,1,false
30633,9837,005846,005846,symbol,2,false
30634,9838,富国沪港深业绩驱动混合型A,富国沪港深业绩驱动混合型A,official_name,1,true
30635,9838,005847.SZ,005847.SZ,symbol,1,false
30636,9838,005847,005847,symbol,2,false
30637,9839,银华裕利混合发起式,银华裕利混合发起式,official_name,1,true
30638,9839,005848.SZ,005848.SZ,symbol,1,false
30639,9839,005848,005848,symbol,2,false
30640,9840,鑫元合利定开债发起式,鑫元合利定开债发起式,official_name,1,true
30641,9840,005849.SZ,005849.SZ,symbol,1,false
30642,9840,005849,005849,symbol,2,false
30643,9841,财通沪深300指数增强,财通沪深300指数增强,official_name,1,true
30644,9841,005850.SZ,005850.SZ,symbol,1,false
30645,9841,005850,005850,symbol,2,false
30646,9842,财通新视野灵活配置混合A,财通新视野灵活配置混合A,official_name,1,true
30647,9842,005851.SZ,005851.SZ,symbol,1,false
30648,9842,005851,005851,symbol,2,false
30649,9843,中银添利债券发起C,中银添利债券发起C,official_name,1,true
30650,9843,005852.SZ,005852.SZ,symbol,1,false
30651,9843,005852,005852,symbol,2,false
30652,9844,财通聚利债券A,财通聚利债券A,official_name,1,true
30653,9844,005853.SZ,005853.SZ,symbol,1,false
30654,9844,005853,005853,symbol,2,false
30655,9845,财通汇利债券A,财通汇利债券A,official_name,1,true
30656,9845,005854.SZ,005854.SZ,symbol,1,false
30657,9845,005854,005854,symbol,2,false
30658,9846,中科沃土沃瑞混合A,中科沃土沃瑞混合A,official_name,1,true
30659,9846,005855.SZ,005855.SZ,symbol,1,false
30660,9846,005855,005855,symbol,2,false
30661,9847,中科沃土沃瑞混合C,中科沃土沃瑞混合C,official_name,1,true
30662,9847,005856.SZ,005856.SZ,symbol,1,false
30663,9847,005856,005856,symbol,2,false
30664,9848,汇添富鑫成定开债A,汇添富鑫成定开债A,official_name,1,true
30665,9848,005857.SZ,005857.SZ,symbol,1,false
30666,9848,005857,005857,symbol,2,false
30667,9849,汇添富鑫成定开债C,汇添富鑫成定开债C,official_name,1,true
30668,9849,005858.SZ,005858.SZ,symbol,1,false
30669,9849,005858,005858,symbol,2,false
30670,9850,华夏鼎禄三个月定开债券A,华夏鼎禄三个月定开债券A,official_name,1,true
30671,9850,005862.SZ,005862.SZ,symbol,1,false
30672,9850,005862,005862,symbol,2,false
30673,9851,华夏鼎禄三个月定开债券C,华夏鼎禄三个月定开债券C,official_name,1,true
30674,9851,005863.SZ,005863.SZ,symbol,1,false
30675,9851,005863,005863,symbol,2,false
30676,9852,国投瑞银顺达纯债债券,国投瑞银顺达纯债债券,official_name,1,true
30677,9852,005864.SZ,005864.SZ,symbol,1,false
30678,9852,005864,005864,symbol,2,false
30679,9853,浦银安盛量化多策略混合A,浦银安盛量化多策略混合A,official_name,1,true
30680,9853,005865.SZ,005865.SZ,symbol,1,false
30681,9853,005865,005865,symbol,2,false
30682,9854,浦银安盛量化多策略混合C,浦银安盛量化多策略混合C,official_name,1,true
30683,9854,005866.SZ,005866.SZ,symbol,1,false
30684,9854,005866,005866,symbol,2,false
30685,9855,国泰沪深300指数C,国泰沪深300指数C,official_name,1,true
30686,9855,005867.SZ,005867.SZ,symbol,1,false
30687,9855,005867,005867,symbol,2,false
30688,9856,平安MSCI中国A股ETF联接A,平安MSCI中国A股ETF联接A,official_name,1,true
30689,9856,005868.SZ,005868.SZ,symbol,1,false
30690,9856,005868,005868,symbol,2,false
30691,9857,平安MSCI中国A股ETF联接C,平安MSCI中国A股ETF联接C,official_name,1,true
30692,9857,005869.SZ,005869.SZ,symbol,1,false
30693,9857,005869,005869,symbol,2,false
30694,9858,鹏华沪深300指数增强A,鹏华沪深300指数增强A,official_name,1,true
30695,9858,005870.SZ,005870.SZ,symbol,1,false
30696,9858,005870,005870,symbol,2,false
30697,9859,天弘荣享定开债,天弘荣享定开债,official_name,1,true
30698,9859,005871.SZ,005871.SZ,symbol,1,false
30699,9859,005871,005871,symbol,2,false
30700,9860,太平恒利纯债,太平恒利纯债,official_name,1,true
30701,9860,005872.SZ,005872.SZ,symbol,1,false
30702,9860,005872,005872,symbol,2,false
30703,9861,建信创业板ETF联接A,建信创业板ETF联接A,official_name,1,true
30704,9861,005873.SZ,005873.SZ,symbol,1,false
30705,9861,005873,005873,symbol,2,false
30706,9862,建信创业板ETF联接C,建信创业板ETF联接C,official_name,1,true
30707,9862,005874.SZ,005874.SZ,symbol,1,false
30708,9862,005874,005874,symbol,2,false
30709,9863,易方达中盘成长混合,易方达中盘成长混合,official_name,1,true
30710,9863,005875.SZ,005875.SZ,symbol,1,false
30711,9863,005875,005875,symbol,2,false
30712,9864,易方达鑫转增利混合A,易方达鑫转增利混合A,official_name,1,true
30713,9864,005876.SZ,005876.SZ,symbol,1,false
30714,9864,005876,005876,symbol,2,false
30715,9865,易方达鑫转增利混合C,易方达鑫转增利混合C,official_name,1,true
30716,9865,005877.SZ,005877.SZ,symbol,1,false
30717,9865,005877,005877,symbol,2,false
30718,9866,博时产业新动力混合C,博时产业新动力混合C,official_name,1,true
30719,9866,005878.SZ,005878.SZ,symbol,1,false
30720,9866,005878,005878,symbol,2,false
30721,9867,中加颐兴定开债券,中加颐兴定开债券,official_name,1,true
30722,9867,005879.SZ,005879.SZ,symbol,1,false
30723,9867,005879,005879,symbol,2,false
30724,9868,建信上证50ETF发起联接A,建信上证50ETF发起联接A,official_name,1,true
30725,9868,005880.SZ,005880.SZ,symbol,1,false
30726,9868,005880,005880,symbol,2,false
30727,9869,建信上证50ETF发起联接C,建信上证50ETF发起联接C,official_name,1,true
30728,9869,005881.SZ,005881.SZ,symbol,1,false
30729,9869,005881,005881,symbol,2,false
30730,9870,财通资管鸿达债券E,财通资管鸿达债券E,official_name,1,true
30731,9870,005882.SZ,005882.SZ,symbol,1,false
30732,9870,005882,005882,symbol,2,false
30733,9871,平安合悦定开债,平安合悦定开债,official_name,1,true
30734,9871,005884.SZ,005884.SZ,symbol,1,false
30735,9871,005884,005884,symbol,2,false
30736,9872,金鹰信息产业股票C,金鹰信息产业股票C,official_name,1,true
30737,9872,005885.SZ,005885.SZ,symbol,1,false
30738,9872,005885,005885,symbol,2,false
30739,9873,华夏鼎沛债券A,华夏鼎沛债券A,official_name,1,true
30740,9873,005886.SZ,005886.SZ,symbol,1,false
30741,9873,005886,005886,symbol,2,false
30742,9874,华夏鼎沛债券C,华夏鼎沛债券C,official_name,1,true
30743,9874,005887.SZ,005887.SZ,symbol,1,false
30744,9874,005887,005887,symbol,2,false
30745,9875,华夏新兴消费混合A,华夏新兴消费混合A,official_name,1,true
30746,9875,005888.SZ,005888.SZ,symbol,1,false
30747,9875,005888,005888,symbol,2,false
30748,9876,华夏新兴消费混合C,华夏新兴消费混合C,official_name,1,true
30749,9876,005889.SZ,005889.SZ,symbol,1,false
30750,9876,005889,005889,symbol,2,false
30751,9877,先锋博盈纯债A,先锋博盈纯债A,official_name,1,true
30752,9877,005890.SZ,005890.SZ,symbol,1,false
30753,9877,005890,005890,symbol,2,false
30754,9878,先锋博盈纯债C,先锋博盈纯债C,official_name,1,true
30755,9878,005891.SZ,005891.SZ,symbol,1,false
30756,9878,005891,005891,symbol,2,false
30757,9879,先锋汇盈纯债A,先锋汇盈纯债A,official_name,1,true
30758,9879,005892.SZ,005892.SZ,symbol,1,false
30759,9879,005892,005892,symbol,2,false
30760,9880,先锋汇盈纯债C,先锋汇盈纯债C,official_name,1,true
30761,9880,005893.SZ,005893.SZ,symbol,1,false
30762,9880,005893,005893,symbol,2,false
30763,9881,华夏优势精选股票,华夏优势精选股票,official_name,1,true
30764,9881,005894.SZ,005894.SZ,symbol,1,false
30765,9881,005894,005894,symbol,2,false
30766,9882,平安合丰定开债,平安合丰定开债,official_name,1,true
30767,9882,005895.SZ,005895.SZ,symbol,1,false
30768,9882,005895,005895,symbol,2,false
30769,9883,平安合慧定开债,平安合慧定开债,official_name,1,true
30770,9883,005896.SZ,005896.SZ,symbol,1,false
30771,9883,005896,005896,symbol,2,false
30772,9884,平安合颖定开债,平安合颖定开债,official_name,1,true
30773,9884,005897.SZ,005897.SZ,symbol,1,false
30774,9884,005897,005897,symbol,2,false
30775,9885,浦银安盛盛泽定开债券,浦银安盛盛泽定开债券,official_name,1,true
30776,9885,005898.SZ,005898.SZ,symbol,1,false
30777,9885,005898,005898,symbol,2,false
30778,9886,诺安汇利混合A,诺安汇利混合A,official_name,1,true
30779,9886,005901.SZ,005901.SZ,symbol,1,false
30780,9886,005901,005901,symbol,2,false
30781,9887,诺安汇利混合C,诺安汇利混合C,official_name,1,true
30782,9887,005902.SZ,005902.SZ,symbol,1,false
30783,9887,005902,005902,symbol,2,false
30784,9888,宏利绩优混合A,宏利绩优混合A,official_name,1,true
30785,9888,005903.SZ,005903.SZ,symbol,1,false
30786,9888,005903,005903,symbol,2,false
30787,9889,华泰保兴成长优选A,华泰保兴成长优选A,official_name,1,true
30788,9889,005904.SZ,005904.SZ,symbol,1,false
30789,9889,005904,005904,symbol,2,false
30790,9890,华泰保兴成长优选C,华泰保兴成长优选C,official_name,1,true
30791,9890,005905.SZ,005905.SZ,symbol,1,false
30792,9890,005905,005905,symbol,2,false
30793,9891,招商丰茂灵活混合发起式A,招商丰茂灵活混合发起式A,official_name,1,true
30794,9891,005906.SZ,005906.SZ,symbol,1,false
30795,9891,005906,005906,symbol,2,false
30796,9892,招商丰茂灵活混合发起式C,招商丰茂灵活混合发起式C,official_name,1,true
30797,9892,005907.SZ,005907.SZ,symbol,1,false
30798,9892,005907,005907,symbol,2,false
30799,9893,华泰保兴尊利债券A,华泰保兴尊利债券A,official_name,1,true
30800,9893,005908.SZ,005908.SZ,symbol,1,false
30801,9893,005908,005908,symbol,2,false
30802,9894,华泰保兴尊利债券C,华泰保兴尊利债券C,official_name,1,true
30803,9894,005909.SZ,005909.SZ,symbol,1,false
30804,9894,005909,005909,symbol,2,false
30805,9895,广发龙头优选混合A,广发龙头优选混合A,official_name,1,true
30806,9895,005910.SZ,005910.SZ,symbol,1,false
30807,9895,005910,005910,symbol,2,false
30808,9896,广发双擎升级混合A,广发双擎升级混合A,official_name,1,true
30809,9896,005911.SZ,005911.SZ,symbol,1,false
30810,9896,005911,005911,symbol,2,false
30811,9897,景顺长城智能生活混合A,景顺长城智能生活混合A,official_name,1,true
30812,9897,005914.SZ,005914.SZ,symbol,1,false
30813,9897,005914,005914,symbol,2,false
30814,9898,广发汇誉3个月定开债,广发汇誉3个月定开债,official_name,1,true
30815,9898,005917.SZ,005917.SZ,symbol,1,false
30816,9898,005917,005917,symbol,2,false
30817,9899,天弘沪深300ETF联接C,天弘沪深300ETF联接C,official_name,1,true
30818,9899,005918.SZ,005918.SZ,symbol,1,false
30819,9899,005918,005918,symbol,2,false
30820,9900,天弘中证500ETF联接C,天弘中证500ETF联接C,official_name,1,true
30821,9900,005919.SZ,005919.SZ,symbol,1,false
30822,9900,005919,005919,symbol,2,false
30823,9901,富国颐利纯债债券A,富国颐利纯债债券A,official_name,1,true
30824,9901,005920.SZ,005920.SZ,symbol,1,false
30825,9901,005920,005920,symbol,2,false
30826,9902,农银汇理金鑫3个月定开债,农银汇理金鑫3个月定开债,official_name,1,true
30827,9902,005921.SZ,005921.SZ,symbol,1,false
30828,9902,005921,005921,symbol,2,false
30829,9903,建信福泽裕泰混合(FOF)A,建信福泽裕泰混合(FOF)A,official_name,1,true
30830,9903,005925.SZ,005925.SZ,symbol,1,false
30831,9903,005925,005925,symbol,2,false
30832,9904,建信福泽裕泰混合(FOF)C,建信福泽裕泰混合(FOF)C,official_name,1,true
30833,9904,005926.SZ,005926.SZ,symbol,1,false
30834,9904,005926,005926,symbol,2,false
30835,9905,创金合信新能源汽车股票A,创金合信新能源汽车股票A,official_name,1,true
30836,9905,005927.SZ,005927.SZ,symbol,1,false
30837,9905,005927,005927,symbol,2,false
30838,9906,创金合信新能源汽车股票C,创金合信新能源汽车股票C,official_name,1,true
30839,9906,005928.SZ,005928.SZ,symbol,1,false
30840,9906,005928,005928,symbol,2,false
30841,9907,国联恒裕纯债A,国联恒裕纯债A,official_name,1,true
30842,9907,005931.SZ,005931.SZ,symbol,1,false
30843,9907,005931,005931,symbol,2,false
